ID,symbol,name,currency,risk,category,url
176,LU0345362106:EUR,Fidelity Asia Pacific Opps E-Acc-EUR,EUR,6,Ações Ásia Pacífico ex Japão,https://www.morningstar.pt/pt/funds/snapshot/snapshot.aspx?id=F000000RLR
177,LU1882439323:EUR,Amundi Fds Abs Ret MS A EUR C,EUR,4,Alternativo Trading Macro EUR,https://www.morningstar.pt/pt/funds/snapshot/snapshot.aspx?id=F000002F88
178,LU1670725347:USD,M&G (Lux) Sustainable Allc AH USD Inc,USD,4,Mistos Moderados USD,https://www.morningstar.es/es/funds/snapshot/snapshot.aspx?id=F000010L36
179,LU0613078343:EUR,Amundi Fds Global Bond G USD C,USD,4,Obrigações Globais,http://www.morningstar.pt/pt/funds/snapshot/snapshot.aspx?id=F00000MI8N
181,LU1582988058:EUR,M&G (Lux) Sustainable Allc AH USD Acc,USD,4,Mistos Moderados USD,https://www.morningstar.es/es/funds/snapshot/snapshot.aspx?id=F00000ZY64
182,ES0133478034:EUR,Nomura Fds US High Yield Bond A EUR,EUR,4,Obrigações Alto Rend. USD,https://www.morningstar.es/es/news/155560/nuevos-morningstar-analyst-ratings-enero-de-2017.aspx
183,LU0867954694:USD,JPM Global Aggregate Bond D (acc) USD,USD,4,Obrigações Globais,https://www.morningstar.pt/pt/funds/snapshot/snapshot.aspx?id=F00000PLXT
184,LU0497415702:EUR,Eurizon Global Bond R EUR,EUR,3,Obrigações Globais,https://www.morningstar.es/es/news/29342/nuevos-ratings-morningstar-emitidos.aspx
185,LU0815116750:USD,Capital Group EM Tot Opp (LUX) Bgd,USD,5,Mistos Mercados Emergentes Globais,https://www.morningstar.pt/pt/funds/snapshot/snapshot.aspx?id=F00000PI8J
186,LU0302646574:USD,Capital Group EM Tot Opp (LUX) B,USD,5,Mistos Mercados Emergentes Globais,https://www.morningstar.pt/pt/funds/snapshot/snapshot.aspx?id=F000003XJY
187,LU0712123271:USD,MS INVF Global Fixed Income Opps AHX EUR,EUR,3,Obrigações Flexível Globais-EUR Hedged,https://www.morningstar.pt/pt/funds/snapshot/snapshot.aspx?id=F00000UP01
188,LU0360484413:USD,MS INVF Global Convertible Bond A USD,USD,4,Obrigações Convertíveis Global - USD Hedged,https://www.morningstar.pt/pt/funds/snapshot/snapshot.aspx?id=F00000JNIC
189,LU0607983201:EUR,Nordea 1 - Alpha 15 MA Fd E EUR,EUR,5,Alternativo Multiestratégia EUR,https://www.morningstar.pt/pt/funds/snapshot/snapshot.aspx?id=F00000O3UK
190,LU0181358762:EUR,UBAM Dr Ehrhardt German Equity RC EUR,EUR,5,Ações Alemanha,https://www.morningstar.pt/pt/funds/snapshot/snapshot.aspx?id=F0GBR06GS3
191,LU0033043885:USD,UBS (Lux) SF Yield Sust $ P-acc,USD,4,Mistos Defensivos USD,https://www.morningstar.pt/pt/funds/snapshot/snapshot.aspx?id=F0GBR04AJ3
192,LU0300834669:EUR,Alken Small Cap Europe R,EUR,6,Ações Europa Cap. Pequena,https://www.morningstar.pt/pt/funds/snapshot/snapshot.aspx?id=F000000RDD
193,LU0569864480:USD,UBAM Global High Yield Solution RC USD,USD,4,Obrigações Alto Rend. Globais,https://www.morningstar.pt/pt/funds/snapshot/snapshot.aspx?id=F00000M88H
194,LU0219422606:EUR,MFS Meridian Emerging Mkts Dbt A1 USD,USD,4,Obrigações Emergentes Globais,https://www.morningstar.pt/pt/funds/snapshot/snapshot.aspx?id=F0GBR05ZTV
195,LU0815116750:USD,Capital Group EM Tot Opp (LUX) Bgd EUR,EUR,5,Mistos Mercados Emergentes Globais,https://www.morningstar.pt/pt/funds/snapshot/snapshot.aspx?id=F00000PI8J
197,LU0848064712:EUR,JPM Global Balanced D (acc) USDH,USD,4,Mistos Moderados USD,https://www.morningstar.pt/pt/funds/snapshot/snapshot.aspx?id=F00000Q9ZN
198,LU0496384180:EUR,AB US High Yield A2 USD,USD,4,Obrigações Alto Rend. USD,http://www.morningstar.es/mobile/Article.aspx?Site=es&articleid=125365
199,LU1064047639:EUR,Allianz Em Mkts Shrt Dur Bd AM H2 EUR,EUR,3,Obrigações Emergentes Globais EUR Biased,https://www.morningstar.pt/pt/funds/snapshot/snapshot.aspx?id=F00000TNLI
200,LU1625225237:EUR,Invesco Global Ttl Ret EUR Bd E EUR Acc,EUR,3,Obrigações Flexível Globais-EUR Hedged,https://www.morningstar.pt/pt/funds/snapshot/snapshot.aspx?id=F00000Z5MF
201,LU0534240741:EUR,Invesco Global Ttl Ret EUR Bd E EUR QD,EUR,3,Obrigações Flexível Globais-EUR Hedged,https://www.morningstar.pt/pt/funds/snapshot/snapshot.aspx?id=F00000JPP6
202,LU1442548993:USD,MFS Meridian Global Total Ret A1 USD,USD,5,Mistos Moderados USD,https://www.morningstar.pt/pt/funds/snapshot/snapshot.aspx?id=F00000Y4YZ
203,LU0592681638:EUR,AB Low Volatility Eq A USD,USD,6,Ações Global Cap. Grande Misto,https://www.morningstar.pt/pt/funds/snapshot/snapshot.aspx?id=F00000MLEL
204,LU0458495974:USD,MFS Meridian Global Total Ret A2 USD,USD,5,Mistos Moderados USD,https://www.morningstar.pt/pt/funds/snapshot/snapshot.aspx?id=F000005MT3
206,LU0113993397:EUR,Fidentiis Tordesillas SICAV Iberia A,EUR,6,Ações Espanha,https://www.morningstar.es/es/funds/snapshot/snapshot.aspx?id=F0GBR04U6V
207,LU0963865083:USD,abrdn Frntr Mkts Bd A MInc USD,USD,4,Obrigações Emergentes Globais,https://www.morningstar.pt/pt/funds/snapshot/snapshot.aspx?id=F00000QGDB
208,LU1011993638:USD,abrdn Frntr Mkts Bd A Acc USD,USD,4,Obrigações Emergentes Globais,https://www.morningstar.pt/pt/funds/snapshot/snapshot.aspx?id=F00000TGXI
209,LU0238205958:USD,Fidelity Global Bond A-Dis-USD,USD,4,Obrigações Globais,https://www.morningstar.pt/pt/research/default.aspx
210,IE00BLCB6T82:EUR,PIMCO GIS Glb Bd E USD Ccy Exps Acc,USD,4,Obrigações Globais,https://www.morningstar.pt/pt/funds/snapshot/snapshot.aspx?id=F000015H8H
211,IE00B7FTJT25:USD,BlueBay Global High Yield Bd R USD,USD,4,Obrigações Alto Rend. Globais,https://www.morningstar.es/es/news/120867/concurso-carteras-de-las-eafis-resultados-de-enero.aspx
212,LU0265292556:EUR,BNP Paribas Europe Sm Cp Cnvrt N D,EUR,4,Obrigações Convertíveis Europa,https://www.morningstar.pt/pt/funds/snapshot/snapshot.aspx?id=F0000003PU
213,IE00BBPRD471:EUR,Invesco Real Return (EUR) Bond E EUR Acc,EUR,4,Obrigações Flexível Globais-EUR Hedged,https://www.morningstar.pt/pt/funds/snapshot/snapshot.aspx?id=F00000Q9AI
214,LU0219418836:EUR,MFS Meridian Global Total Ret A1 EUR,EUR,4,Mistos Moderados USD,https://www.morningstar.pt/pt/funds/snapshot/snapshot.aspx?id=F0GBR05ZUY
215,PTAFIXLE0009:EUR,MS INVF Global Bond A,USD,4,Obrigações Globais,https://www.morningstar.pt/pt/funds/snapshot/snapshot.aspx?id=F000000IWJ
216,PTVOREHM0001:USD,Heed EuroBic Investimento FIMA,EUR,4,Mistos Defensivos EUR,https://www.morningstar.pt/pt/funds/snapshot/snapshot.aspx?id=F00000NY2Q
217,LU0048621477:USD,Fidelity Thailand A-Dis-USD,USD,6,Ações Tailândia,https://www.morningstar.pt/pt/funds/snapshot/snapshot.aspx?id=F0GBR04D1W
218,LU1038809049:EUR,FvS Bond Opportunities RT,EUR,3,Obrigações Flexível Globais-EUR Hedged,https://www.morningstar.es/es/funds/snapshot/snapshot.aspx?id=F00000T4KD
219,LU0353647737:EUR,Fidelity European Div A-Acc-EUR,EUR,6,Ações Europa,https://www.morningstar.pt/pt/funds/snapshot/snapshot.aspx?id=F00000JZ78
220,LU1350353279:PLN,Legg Mason WA EM TR Bd A EURH Acc,EUR,4,Obrigações Emergentes Globais EUR Biased,https://www.morningstar.pt/pt/funds/snapshot/snapshot.aspx?id=F00000WVOW
221,LU0524465977:EUR,Alken European Opportunities A,EUR,6,Ações Europa Cap. Flexível,https://www.morningstar.pt/pt/funds/snapshot/snapshot.aspx?id=F00000JRPL
222,LU1467572357:CAD,UBS (Lux) BF Global Flex P acc,CHF,4,Obrigações Globais CHF Hedged,https://www.morningstar.pt/pt/funds/snapshot/snapshot.aspx?id=F00000XTVD
223,LU1006075656:EUR,Capital Group American Bal (LUX) B,USD,5,Mistos Moderados USD,https://www.morningstar.es/es/etfquickrank/default.aspx?category=EUCA000761
224,LU0248184466:EUR,Schroder ISF Asian Opports B Acc USD,USD,6,Ações Ásia ex Japão,https://www.morningstar.pt/pt/funds/snapshot/snapshot.aspx?id=F0GBR06OCX
225,LU0575582704:USD,Schroder ISF Glb Crdt Hi IncB Dis M,USD,4,Obrigações Emergentes Globais,https://www.morningstar.pt/pt/funds/snapshot/snapshot.aspx?id=F00000LXWG
226,LU1864481467:USD,Candriam Eqs L Oncology Imp C USD Cap,USD,6,Ações Sector Saúde,https://www.morningstar.pt/pt/funds/snapshot/snapshot.aspx?id=F000011JS1
227,LU0432084977:EUR,BNY Mellon Global Em Mkts EUR A Acc,EUR,6,Ações Emergentes Global,https://www.morningstar.pt/pt/fundscreener/default.aspx
228,LU0836858836:USD,BNY Mellon Global Em Mkts EUR A Inc,EUR,6,Ações Emergentes Global,https://www.morningstar.pt/pt/fundscreener/default.aspx
229,PTYMCRLM0006:EUR,MS INVF Global Quality A,USD,5,Ações Global Cap. Grande Misto,https://www.morningstar.pt/pt/funds/snapshot/snapshot.aspx?id=F0GBR05A22
230,LU1629966570:EUR,AB EM Multi-Asset A USD,USD,5,Mistos Mercados Emergentes Globais,https://www.morningstar.es/es/etfquickrank/default.aspx?category=EUCA000779
231,LU0555021020:EUR,NN (L) Em Mkts Dbt Hrd Ccy X Cap USD,USD,4,Obrigações Emergentes Globais,https://www.morningstar.pt/pt/funds/snapshot/snapshot.aspx?id=F00000ME0R
232,LU0248184466:EUR,Schroder ISF Asian Opports B Acc EUR,EUR,6,Ações Ásia ex Japão,https://www.morningstar.pt/pt/funds/snapshot/snapshot.aspx?id=F0GBR06OCX
233,LU1797817514:USD,M&G (Lux) Japan Smlr Comps A USD Acc,USD,6,Ações Japão Cap. Peq/Média,https://www.morningstar.pt/pt/funds/snapshot/snapshot.aspx?id=F000010KZA
234,IE00BD3B6K23:USD,JPM Total Emerging Mkts Inc D (acc) USD,USD,5,Mistos Mercados Emergentes Globais,https://www.morningstar.pt/pt/funds/snapshot/snapshot.aspx?id=F00000X739
235,LU0124386052:USD,BGF Global Allocation E2,USD,5,Mistos Moderados USD,https://www.morningstar.pt/pt/funds/snapshot/snapshot.aspx?id=F0GBR04NIR
236,DE000A2JJ1W5:EUR,ODDO BHF Polaris Moderate CR EUR,EUR,3,Mistos Defensivos EUR,https://www.morningstar.pt/pt/funds/snapshot/snapshot.aspx?id=F000011OG4
237,IE00BD3B6K23:USD,JPM Total Emerging Mkts Inc D (acc) EUR,EUR,5,Mistos Mercados Emergentes Globais,https://www.morningstar.pt/pt/funds/snapshot/snapshot.aspx?id=F00000X739
238,DE000A2JJ1W5:EUR,ODDO BHF Polaris Moderate DRW EUR,EUR,3,Mistos Defensivos EUR,https://www.morningstar.pt/pt/funds/snapshot/snapshot.aspx?id=F000011OG4
239,IE00BDFB7308:USD,Vanguard Glb S/T Corp Bd Idx £ H Acc,GBP,3,Obrigações Corp. Globais - GBP Hedged,https://www.morningstar.pt/pt/funds/snapshot/snapshot.aspx?id=F00000ZQ4U
240,LU0171270985:EUR,BGF Global Allocation E2 EUR,EUR,5,Mistos Moderados USD,https://www.morningstar.pt/pt/funds/snapshot/snapshot.aspx?id=0P0000VHJW
241,IE00BD5CTV53:USD,BNY Mellon Global Hi Yld Bd A EUR Acc,EUR,4,Obrigações Alto Rend. Globais,https://www.morningstar.pt/pt/funds/snapshot/snapshot.aspx?id=F00000Y8ZU
242,LU1006075656:EUR,Capital Group American Bal (LUX) B EUR,EUR,5,Mistos Moderados USD,https://www.morningstar.es/es/etfquickrank/default.aspx?category=EUCA000761
243,LU1649330328:CHF,AB EM Multi-Asset A USD EUR,EUR,5,Mistos Mercados Emergentes Globais,http://www.morningstar.es/mobile/Article.aspx?Site=es&articleid=125365
244,LU1797817787:EUR,M&G (Lux) Japan Smlr Comps A EUR Acc,EUR,6,Ações Japão Cap. Peq/Média,https://www.morningstar.pt/pt/funds/snapshot/snapshot.aspx?id=F000010KZ8
245,IE00BK0SCT66:EUR,Nomura Fds Glbl Sust Hi Yld Bd A EUR,EUR,4,Obrigações Alto Rend. Globais,https://www.morningstar.es/es/funds/snapshot/snapshot.aspx?id=F00000T763
246,LU0193727749:EUR,Capital Group Glob Alloc (LUX) Bd USD,USD,4,Mistos Moderados USD,https://www.morningstar.pt/pt/funds/snapshot/snapshot.aspx?id=F0GBR0666K
247,PTYEVOHM0002:EUR,NB Rendimento Plus FIMAO,EUR,3,Obrigações Flexíveis EUR,https://www.morningstar.pt/pt/funds/snapshot/snapshot.aspx?id=F00000MRIA
248,LU1670707956:USD,M&G (Lux) Eurp Strat Val A USD Acc,USD,6,Ações Europa Cap. Grande Valor,https://www.morningstar.pt/pt/funds/snapshot/snapshot.aspx?id=F000010L77
249,LU0348814566:EUR,Allianz Total Return Asian Eq AT USD,USD,6,Ações Ásia ex Japão,https://www.morningstar.pt/pt/funds/snapshot/snapshot.aspx?id=F00000VWMH
250,IE00B4TVJL59:EUR,Capital Group Glob Alloc (LUX) B USD,USD,4,Mistos Moderados USD,https://www.morningstar.pt/pt/funds/snapshot/snapshot.aspx?id=F00000NA5F
251,LU0867954694:USD,JPM Aggregate Bond D (acc) EURH,EUR,3,Obrigações Globais EUR Hedge,https://www.morningstar.pt/pt/funds/snapshot/snapshot.aspx?id=F00000PLXT
253,LU1269891641:EUR,Candriam Bds Global Hi Yld N EUR Cap,EUR,4,Obrigações Alto Rend. Globais - EUR Hedged,https://www.morningstar.pt/pt/funds/snapshot/snapshot.aspx?id=F00000WZ5E
255,LU1952109004:USD,T. Rowe Price Glb Alloc A USD,USD,5,Mistos Moderados USD,https://www.morningstar.pt/pt/fundscreener/default.aspx?LanguageId=en-ZA
256,LU1797811236:EUR,M&G (Lux) Eurp Strat Val A EUR Acc,EUR,6,Ações Europa Cap. Grande Valor,https://www.morningstar.pt/pt/funds/snapshot/snapshot.aspx?id=F000010L0W
257,LU0348814566:EUR,Allianz Total Return Asian Eq A EUR,EUR,6,Ações Ásia ex Japão,https://www.morningstar.pt/pt/fundscreener/default.aspx?LanguageId=en-ZA
258,LU1295551573:USD,Capital Group Glob Alloc (LUX) Bd,EUR,4,Mistos Moderados USD,https://www.morningstar.pt/pt/funds/snapshot/snapshot.aspx?id=F00000WDS1
260,LU0836858836:USD,Capital Group Glob Alloc (LUX) B,EUR,4,Mistos Moderados USD,https://www.morningstar.pt/pt/funds/snapshot/snapshot.aspx?id=F00000QF6O
261,LU0219419214:EUR,MFS Meridian Continen Eurp Eq A1 EUR,EUR,5,Ações Europa ex R.U.,https://www.morningstar.es/es/news/127849/concurso-carteras-de-las-eafis-resultados-julio-2014.aspx
262,LU0708055453:EUR,HSBC GIF Frontier Markets ECEUR,EUR,5,Ações Global Frontier Markets,https://www.morningstar.pt/pt/funds/snapshot/snapshot.aspx?id=F00000NG7H
263,LU0735544974:USD,HSBC GIF Frontier Markets EC,USD,5,Ações Global Frontier Markets,https://www.morningstar.pt/pt/funds/snapshot/snapshot.aspx?id=F00000NQBF
264,LU0476541650:EUR,Nordea 1 - Asia ex Japan Eq Fd E USD,USD,6,Ações Ásia ex Japão,https://www.morningstar.pt/pt/funds/snapshot/snapshot.aspx?id=F00000O3UJ
265,LU0476541650:EUR,Nordea 1 - Asia ex Japan Eq Fd E EUR,EUR,6,Ações Ásia ex Japão,https://www.morningstar.pt/pt/funds/snapshot/snapshot.aspx?id=F00000O3UJ
266,PTYEVOHM0002:EUR,NB Obrigações Europa FIMAO,EUR,4,Obrigações Gov. EUR,https://www.morningstar.pt/pt/news/200958/pr%C3%A9mios-morningstar-2020---os-melhores-fundos.aspx
267,LU1807408056:EUR,T. Rowe Price Glb Alloc Ext A USD,USD,5,Mistos Moderados USD,http://tools.morningstar.es/es/stockreport/default.aspx?tab=3&vw=story&SecurityToken=0P00007Z3Q%5D3%5D0%5DE0WWE%24%24ALL&Id=0P00007Z3Q&ClientFund=0&CurrencyId=EUR&story=LSE20210309070015_3904064
268,LU0950372838:EUR,AB European Eq C EUR USD,USD,6,Ações Europa Cap. Grande Valor,https://www.morningstar.es/es/funds/snapshot/snapshot.aspx?id=F00000SJA1
269,LU0293313671:EUR,Allianz GEM Equity High Div CT EUR,EUR,6,Ações Emergentes Global,https://www.morningstar.pt/pt/funds/snapshot/snapshot.aspx?id=F000000H7S
270,LU0056508442:USD,BGF European Value E2 USD,USD,6,Ações Europa Cap. Grande Valor,https://www.morningstar.pt/pt/funds/snapshot/snapshot.aspx?id=F0GBR04AMX
271,LU0224105980:EUR,BGF European Value E2,EUR,6,Ações Europa Cap. Grande Valor,https://www.morningstar.pt/pt/funds/snapshot/snapshot.aspx?id=F0GBR05ZLC
272,LU1241524617:EUR,BSF Managed Index Port Growth A2 USD H,USD,5,Mistos Agressivos USD,https://www.morningstar.pt/pt/funds/snapshot/snapshot.aspx?id=F00000VYLS
273,LU0528103459:EUR,AB European Eq C EUR,EUR,6,Ações Europa Cap. Grande Valor,https://www.morningstar.pt/pt/screener/fund.aspx
274,LU0776414244:EUR,Schroder ISF Glbl MA Bal B Acc EUR,EUR,4,Mistos Defensivos EUR - Global,https://www.morningstar.pt/pt/funds/snapshot/snapshot.aspx?id=F00000OIQ1
275,LU0776415563:USD,Schroder ISF Glbl MA Bal B Dis Q,EUR,4,Mistos Defensivos EUR - Global,https://www.morningstar.pt/pt/funds/snapshot/snapshot.aspx?id=F00000OIQB
276,PTYMGKLM0009:EUR,Amundi Fds Euroland Equity A EUR C,EUR,6,Ações Euro Cap. Grande,https://www.morningstar.pt/pt/funds/snapshot/snapshot.aspx?id=F0GBR05A39
277,LU0718472250:EUR,Fidelity Global Bond A-Acc-EUR H,EUR,3,Obrigações Globais EUR Hedge,https://www.morningstar.pt/pt/research/default.aspx
278,LU2442769977:EUR,T. Rowe Price Rspnb Euro Corp Bd A EUR,EUR,3,Obrigações Corp. EUR,https://www.morningstar.pt/pt/funds/snapshot/snapshot.aspx?id=F00001DLWS
279,LU1038809395:EUR,FvS - Multi Asset - Defensive RT,EUR,4,Mistos Defensivos EUR - Global,https://www.morningstar.pt/pt/funds/snapshot/snapshot.aspx?id=F00000T4KE
280,LU1548496022:EUR,Allianz Dyn MltAst Stgy SRI15 A EUR,EUR,3,Mistos Defensivos EUR - Global,https://www.morningstar.pt/pt/funds/snapshot/snapshot.aspx?id=F00000YJ6S
281,LU1462192250:EUR,Allianz Dyn MltAst Stgy SRI15 AT EUR,EUR,3,Mistos Defensivos EUR - Global,https://www.morningstar.pt/pt/funds/snapshot/snapshot.aspx?id=F00000XVMH
282,LU0329203490:USD,JPM Global Dividend D (acc) USD,USD,6,Ações Global Dividendo Alto,https://www.morningstar.pt/pt/funds/snapshot/snapshot.aspx?id=F000000OG2
283,IE00B11XZ103:EUR,PIMCO GIS Glb Bd E EUR Hedged Acc,EUR,3,Obrigações Globais EUR Hedge,https://www.morningstar.pt/pt/funds/snapshot/snapshot.aspx?id=F0GBR06T61
284,LU0439734368:CHF,CS (Lux) Systematic Index Yield CHF B,CHF,4,Mistos Defensivos CHF,https://www.morningstar.es/es/funds/snapshot/snapshot.aspx?id=F0000045JQ
285,LU0983164699:USD,Ninety One GSF Glb StratMgd A Acc USD,USD,5,Mistos Moderados USD,https://www.morningstar.es/es/funds/snapshot/snapshot.aspx?id=F00000RTMG
286,LU0846948866:USD,Ninety One GSF Glb StratMgd A Inc USD,USD,5,Mistos Moderados USD,https://www.morningstar.es/es/funds/snapshot/snapshot.aspx?id=F00000P806
287,LU0611489658:EUR,Fidelity Japan Advantage A-Dis-JPY,JPY,6,Ações Japão Cap. Grande,https://www.morningstar.pt/pt/funds/snapshot/snapshot.aspx?id=F00000MAGY
288,LU0070992663:USD,Janus Henderson Horizon Bio A2 USD Acc,USD,6,Ações Sector Biotecnologia,https://www.morningstar.es/es/funds/snapshot/snapshot.aspx?id=F0GBR04E8V
289,LU0229494629:USD,Janus Henderson Hrzn AsPac Pty IncA3USD,USD,6,Imobiliário Indirecto Ásia,https://www.morningstar.pt/pt/funds/snapshot/snapshot.aspx?id=F0GBR0633O
290,IE0031786142:EUR,Vanguard Emerg Mkts Stk Idx Inv EUR Acc,EUR,6,Ações Emergentes Global,https://www.morningstar.pt/pt/funds/snapshot/snapshot.aspx?id=F0GBR06TSA
291,IE0031786928:USD,Vanguard Emerg Mkts Stk Idx Inv USD Acc,USD,6,Ações Emergentes Global,https://www.morningstar.pt/pt/funds/snapshot/snapshot.aspx?id=F0GBR06TS5
292,LU0229494975:USD,Janus Henderson Hrzn AsPac Pty IncA2USD,USD,6,Imobiliário Indirecto Ásia,https://www.morningstar.pt/pt/funds/snapshot/snapshot.aspx?id=F0GBR0635E
293,IE00BRJT7498:USD,Man AHL TargetRisk D USD,USD,5,Mistos Moderados USD,https://www.morningstar.es/es/funds/snapshot/snapshot.aspx?id=F00000XQVB
294,IE00BYX5NK04:USD,Fidelity MSCI Emerg Mkts Indx USD P Acc,USD,6,Ações Emergentes Global,https://www.morningstar.es/es/funds/snapshot/snapshot.aspx?id=F00000ZZMZ
295,IE00BYX5NX33:EUR,Fidelity MSCI Emerg Mkts Indx EUR P Acc,EUR,6,Ações Emergentes Global,https://www.morningstar.es/es/funds/snapshot/snapshot.aspx?id=F00001019E
296,LU1744628287:EUR,Carmignac Pf Patrimoine Europe A EUR Acc,EUR,4,Mistos Moderados EUR,https://www.morningstar.pt/pt/funds/snapshot/snapshot.aspx?id=F000010YG1
297,LU0108066076:EUR,UBS (Lux) BFConvert Eurp EUR P EUR Acc,EUR,4,Obrigações Convertíveis Europa,https://www.morningstar.pt/pt/funds/snapshot/snapshot.aspx?id=F0GBR04AKU
298,IE00BTL1FT87:EUR,Nomura Fds Global Dynamic Bond A EUR H,EUR,4,Obrigações Flexível Globais-EUR Hedged,https://www.morningstar.es/es/funds/snapshot/snapshot.aspx?id=F00000VB9C
299,LU0210637467:USD,HSBC GIF Thai Equity EC,USD,6,Ações Tailândia,https://www.morningstar.pt/pt/funds/snapshot/snapshot.aspx?id=F0000000EX
300,LU0062574610:EUR,NB Euro Bond,EUR,4,Obrigações Gov. EUR,https://www.morningstar.pt/pt/funds/snapshot/snapshot.aspx?id=F0GBR06DSI
301,LU0469576879:EUR,JPM Flexible Credit D (acc) EURH,EUR,4,Obrigações Flexível Globais-EUR Hedged,https://www.morningstar.pt/pt/funds/snapshot/snapshot.aspx?id=F00000JXZO
302,IE0002167009:EUR,Janus Henderson Balanced A5m USD,USD,5,Mistos Moderados USD,https://www.morningstar.pt/pt/funds/snapshot/snapshot.aspx?id=F0GBR04J0E
303,LU0562087980:EUR,JPM Flexible Credit D (div) EURH,EUR,4,Obrigações Flexível Globais-EUR Hedged,https://www.morningstar.pt/pt/funds/snapshot/snapshot.aspx?id=F00000MO0R
304,IE0002167009:EUR,Janus Henderson Balanced A2 USD,USD,5,Mistos Moderados USD,https://www.morningstar.pt/pt/funds/snapshot/snapshot.aspx?id=F0GBR04J0E
305,LU0108459040:USD,Candriam Eqs L Biotech C USD Cap,USD,6,Ações Sector Biotecnologia,https://www.morningstar.pt/pt/funds/snapshot/snapshot.aspx?id=F0GBR04BHX
306,LU0735544974:USD,HSBC GIF Global Emerging Mkts Eq EC,USD,6,Ações Emergentes Global,https://www.morningstar.pt/pt/funds/snapshot/snapshot.aspx?id=F00000NQBF
307,LU0243957742:EUR,Invesco Pan European Hi Inc E EUR Acc,EUR,4,Mistos Defensivos EUR,https://www.morningstar.pt/pt/funds/snapshot/snapshot.aspx?id=F0GBR06T9O
308,PTYESALM0007:EUR,NB PPR/OICVM FIMA,EUR,4,Mistos Defensivos EUR,https://www.morningstar.pt/pt/funds/snapshot/snapshot.aspx?id=F0GBR05A2X
309,LU0133359157:USD,Candriam Eqs L Biotech N USD Cap,USD,6,Ações Sector Biotecnologia,https://www.morningstar.pt/pt/funds/snapshot/snapshot.aspx?id=F0GBR04IWU
310,IE00B8HXHJ53:USD,Neuberger Bm US Rel Est Sec USD A Acc,USD,6,Imobiliário Indirecto América do Norte,https://www.morningstar.pt/pt/funds/snapshot/snapshot.aspx?id=F00000Q3PJ
311,LU0243957825:EUR,Invesco Euro Corporate Bond E EUR Acc,EUR,3,Obrigações Corp. EUR,https://www.morningstar.pt/pt/funds/snapshot/snapshot.aspx?id=F0GBR06T9I
300,LU0062574610:EUR,NB Euro Bond,EUR,4,Obrigações Gov. EUR,https://www.morningstar.pt/pt/funds/snapshot/snapshot.aspx?id=F0GBR06DSI
301,LU0469576879:EUR,JPM Flexible Credit D (acc) EURH,EUR,4,Obrigações Flexível Globais-EUR Hedged,https://www.morningstar.pt/pt/funds/snapshot/snapshot.aspx?id=F00000JXZO
302,IE0002167009:EUR,Janus Henderson Balanced A5m USD,USD,5,Mistos Moderados USD,https://www.morningstar.pt/pt/funds/snapshot/snapshot.aspx?id=F0GBR04J0E
303,LU0562087980:EUR,JPM Flexible Credit D (div) EURH,EUR,4,Obrigações Flexível Globais-EUR Hedged,https://www.morningstar.pt/pt/funds/snapshot/snapshot.aspx?id=F00000MO0R
304,IE0002167009:EUR,Janus Henderson Balanced A2 USD,USD,5,Mistos Moderados USD,https://www.morningstar.pt/pt/funds/snapshot/snapshot.aspx?id=F0GBR04J0E
305,LU0108459040:USD,Candriam Eqs L Biotech C USD Cap,USD,6,Ações Sector Biotecnologia,https://www.morningstar.pt/pt/funds/snapshot/snapshot.aspx?id=F0GBR04BHX
306,LU0735544974:USD,HSBC GIF Global Emerging Mkts Eq EC,USD,6,Ações Emergentes Global,https://www.morningstar.pt/pt/funds/snapshot/snapshot.aspx?id=F00000NQBF
307,LU0243957742:EUR,Invesco Pan European Hi Inc E EUR Acc,EUR,4,Mistos Defensivos EUR,https://www.morningstar.pt/pt/funds/snapshot/snapshot.aspx?id=F0GBR06T9O
308,PTYESALM0007:EUR,NB PPR/OICVM FIMA,EUR,4,Mistos Defensivos EUR,https://www.morningstar.pt/pt/funds/snapshot/snapshot.aspx?id=F0GBR05A2X
309,LU0133359157:USD,Candriam Eqs L Biotech N USD Cap,USD,6,Ações Sector Biotecnologia,https://www.morningstar.pt/pt/funds/snapshot/snapshot.aspx?id=F0GBR04IWU
310,IE00B8HXHJ53:USD,Neuberger Bm US Rel Est Sec USD A Acc,USD,6,Imobiliário Indirecto América do Norte,https://www.morningstar.pt/pt/funds/snapshot/snapshot.aspx?id=F00000Q3PJ
311,LU0243957825:EUR,Invesco Euro Corporate Bond E EUR Acc,EUR,3,Obrigações Corp. EUR,https://www.morningstar.pt/pt/funds/snapshot/snapshot.aspx?id=F0GBR06T9I
312,LU1670722161:EUR,M&G (Lux) Glb Corp Bd A H EUR Acc,EUR,4,Obrigações Corp. Globais - EUR Hedged,https://www.morningstar.es/es/funds/snapshot/snapshot.aspx?id=F000010L3X
313,LU1797812986:EUR,M&G (Lux) Glb Corp Bd A H EUR Inc,EUR,4,Obrigações Corp. Globais - EUR Hedged,https://www.morningstar.es/es/funds/snapshot/snapshot.aspx?id=F000010L0L
314,LU1644441120:EUR,Candriam Sst Bd Glbl Hi Yld C € Acc,EUR,4,Obrigações Alto Rend. Globais - EUR Hedged,https://www.morningstar.pt/pt/funds/snapshot/snapshot.aspx?id=F00000ZNIN
